"id","hip","hd","hr","gl","bf","proper","ra","dec","dist","pmra","pmdec","rv","mag","absmag","spect","ci","x","y","z","vx","vy","vz","rarad","decrad","pmrarad","pmdecrad","bayer","flam","con","comp","comp_primary","base","lum","var","var_min","var_max"
103626,103958,200262,,"","","","21.063584",-40.690775,242.1308,-9.81,-21.19,0,7.9,0.98,"K1III",1.014,"131.962837",-127.641034,-157.86355,"-1.966-05","3-06","-1.886-05","5.51443342384806","-0.710187996905158","-4.75602220625-08","-1.02732018-07","",,"Mic",1,103626,"","35.3183169791957","",,
78328,78566,143713,,"","","","16.043044",-17.862929,138.8889,11.04,-10.23,0,8.85,3.137,"F5V",0.699,"-64.802475",-115.220478,-42.6029,"7.51-06","-1.8-06","-6.56-06","4.20005912133002","-0.311766924968841","5.35234303333333-08","-4.9596439-08","",,"Sco",1,78328,"","4.8439538854784","",,
36805,36911,60548,,"","","","7.589103",8.516054,105,-1.79,-5.44,0,7.99,-12.01,"G5",1.163,"-39967.31594",90461.69065,14808.652245,"0.0006359","0.0007079","-0.00260808","1.98682264706606","0.14863318122869","-8.67816488194445-09","-2.6373864-08","",,"CMi",1,36805,"","5546257.1295791","",,
103388,103720,199917,,"","","","21.017583",-29.728654,186.2197,24.99,-38.46,0,7.09,0.74,"A2III/IV",0.153,"114.871495",-113.818752,-92.345049,"3.65-06","2.814-05","-3.015-05","5.50239030810571","-0.518862897519234","1.21154938770833-07","-1.86459341-07","",,"Mic",1,103388,"","44.0554863506553","",,
2574,2580,2970,,"","","","0.545787",-39.325987,87.3362,-3.26,-20.48,0,8.51,3.804,"G3/G5II",0.623,"66.870675",9.62049,-55.347727,"-5.24-06","-2.15-06","-6.71-06","0.142886720706898","-0.686367956786109","-1.58049259861111-08","-9.9289841-08","",,"Phe",1,2574,"","2.62059555473335","",,
85608,85870,159226,,"","","","17.547379",16.525357,173.0104,-3.11,14.49,0,8.67,2.48,"A2",0.224,"-19.608261",-164.700911,49.211018,"-2.18-06","3.74-06","1.165-05","4.59389298407008","0.288421887683142","-1.50777054652778-08","7.0249502-08","",,"Her",1,85608,"","8.87156012037961","",,
35301,35397,57030,,"","","","7.310073",-23.108602,207.9002,-4.71,-2.81,0,9.52,2.931,"A0V",0.003,"-64.30529",180.081839,-81.595675,"4.84-06","5.5-07","-2.6-06","1.91377274219616","-0.40332119220356","-2.28347243541667-08","-1.3623264-08","",,"CMa",1,35301,"","5.85598559849288","",,
44620,44748,78195,,"","","","9.119609",9.671385,130.039,-28.95,-5.42,3,7.39,1.82,"G9III",1.061,"-93.438111",87.76225,21.846177,"9.87-06","1.577-05","-2.85-06","2.38750793690635","0.168797518077116","-1.40353560520833-07","-2.6276901-08","",,"Cnc",1,44620,"","16.2929603263972","",,
77163,77399,141091,,"","","","15.800916",-25.215615,151.5152,-19.1,-25.93,0,7.15,1.248,"A0V",0.131,"-74.630181",-114.980727,-64.549395,"-7.35-06","1.444-05","-1.723-05","4.13667009975514","-0.440095500981636","-9.25994129861111-08","-1.25712187-07","",,"Sco",1,77163,"","27.5930685581751","",,
22692,22745,31072,,"","","","4.893201",19.072941,740.7407,5.7,4.21,0,7.55,-1.798,"K5",1.73,"200.026999",670.892182,242.05302,"-2.103-05","1.11-06","1.429-05","1.28103695180082","0.332885620593231","2.76343797916667-08","2.0410655-08","",,"Tau",1,22692,"","456.24697707685","",,
17723,17765,24047,,"","","","3.803179",-41.177934,160.5136,-22.19,8.7,0,9.53,3.502,"F8V",0.518,"65.715443",101.377468,-105.682095,"1.691-05","-5.65-06","5.1-06","0.995669996673637","-0.718690522935588","-1.07580155715278-07","4.217879-08","",,"Eri",1,17723,"","3.46098725485353","",,
76096,76329,138887,,"","","","15.591207",-17.408046,961.5385,3.64,-13.38,0,8.83,-1.085,"G8IV",0.953,"-540.999367",-741.028373,-287.668078,"2.471-05","5.07-06","-5.951-05","4.08176838441316","-0.303827715595613","1.76472179722222-08","-6.486807-08","",,"Lib",1,76096,"","236.591969748576","",,
49706,49847,,,"","","","10.177791",62.25071,333.3333,-4.71,-18.95,0,10.01,2.396,"K2",0.352,"-137.873222",71.262738,294.997772,"-2.058-05","1.92-05","-1.426-05","2.66453935919616","1.08647984911832","-2.28347243541667-08","-9.1872192-08","",,"UMa",1,49706,"","9.58517397685646","",10.088,9.948
94030,94325,178732,,"","","","19.199123",-46.144612,186.9159,-20.68,-11.91,0,8.02,1.662,"K2/K3III",1.22,"39.990284",-123.173794,-134.783334,"-2.023-05","1.62-06","-7.48-06","5.02631871672965","-0.805375410236454","-1.00259469138889-07","-5.7741309-08","",,"Tel",1,94030,"","18.8451674172155","",,
64677,64882,115214,,"","","","13.299909",-73.344542,85.3971,-43.88,-48.48,0,7.04,2.383,"A1m...",0.267,"-23.072477",-8.169653,-81.814315,"1.206-05","2.354-05","-5.75-06","3.48190799055787","-1.28010373757963","-2.12736243027778-07","-2.35037672-07","",,"Mus",1,64677,"","9.70063133783957","",,
5173,5183,6594,,"","","","1.104854",-34.797726,71.5308,-7.74,-7.15,-13.5,8.12,3.848,"G2V",0.607,"56.298852",16.75432,-40.821198,"-1.146-05","-6.21-06","5.84-06","0.289250020659935","-0.607334883311557","-3.7524578875-08","-3.4664178-08","",,"Scl",1,5173,"","2.51651776161464","",,
66625,66837,119152,,"","","","13.697995",-18.984847,77.2798,-53.95,-10.13,0,7.55,3.11,"F0V",0.363,"-65.973958",-31.425448,-25.140516,"-7.58-06","1.878-05","-3.59-06","3.58612660837642","-0.331348090726719","-2.61556980659722-07","-4.9111625-08","",,"Vir",1,66625,"","4.96592321450336","",,
8420,8436,11125,,"","","","1.812432",-33.615402,220.7506,6.59,-14.98,0,9.02,2.3,"G8/K0IVp...",1.003,"163.525699",83.992021,-122.210939,"-1.112-05","2.22-06","-1.335-05","0.474493534555689","-0.586699443469529","3.19492215486111-08","-7.2625089-08","",,"For",1,8420,"","10.471285480509","",,
72371,72599,,,"","","","14.843566",28.359179,105,-23.24,19.81,0,10.67,-9.33,"K0",0.831,"-64719.967278",-59624.66584,47499.737463,"-0.00427864","0.01137655","0.00845081","3.88603661113138","0.494961048363913","-1.12670699361111-07","9.604159-08","",,"Boo",1,72371,"","469894.108605216","",10.736,10.606
35947,36047,58798,,"","","","7.429019",-33.903524,584.7953,-27.01,17.22,0,8.93,0.095,"G6V",0.751,"-177.377382",451.794867,-326.196574,"6.132-05","5.333-05","4.052-05","1.94491260820347","-0.591728128506994","-1.30948175118056-07","8.3484915-08","",,"Pup",1,35947,"","79.7994687267977","",,
681,683,357,,"","","","0.140568",41.957982,452.4887,3.66,-3.34,0,8.72,0.442,"A0",0.071,"336.258764",12.380114,302.527354,"4.6-06","8.2-06","-5.45-06","0.0368005462615812","0.73230492731321","1.77441807083333-08","-1.6192776-08","",,"And",1,681,"","57.9695594653521","",,
63638,63840,113610,,"","","","13.083914",-17.678096,71.9424,-38.32,-99.22,0,8.09,3.805,"G3V",0.626,"-65.803807",-19.190909,-21.846665,"6.35-06","1.577-05","-3.297-05","3.42536067841973","-0.308540987031164","-1.85780602388889-07","-4.81032133-07","",,"Vir",1,63638,"","2.61818300821898","",,
46099,46231,81571,,"","","","9.425616",-32.26047,146.6276,14.93,-44.46,0,8.94,3.109,"G3V",0.62,"-96.881596",77.383178,-78.265275,"6.56-06","-1.882-05","-2.672-05","2.46762052934847","-0.563051416046418","7.23826825069445-08","-2.15548162-07","",,"Pyx",1,46099,"","4.97049910576235","",,
4246,4256,5379,,"","","","0.904809",-69.086696,190.1141,20.15,6.24,0,8.63,2.235,"F2IV",0.41,"65.967104",15.925278,-177.58969,"8.6-07","1.931-05","2.05-06","0.236878500787121","-1.20579030629174","9.76899566319444-08","3.0252373-08","",,"Tuc",1,4246,"","11.1173172728159","",,
115550,115915,221113,8922,"","","","23.484911",23.048083,136.0544,-34.14,-84.94,20,6.45,0.781,"G9III",1.088,"124.057666",-16.83134,53.265843,"3.736-05","-2.779-05","-4.354-05","6.14833529574033","0.402264942743525","-1.65515390541667-07","-4.1180074-07","",,"Peg",1,115550,"","42.4228654922951","",,
64173,64378,114611,,"","","","13.194598",-11.22165,214.5923,-64.39,-0.25,0,6.89,0.232,"K0",1.232,"-200.279349",-64.761708,-41.760734,"-2.056-05","6.375-05","-2.6-07","3.45433775449912","-0.195854731605298","-3.12171528909722-07","-1.212034-09","",,"Vir",1,64173,"","70.3396171216247","",,
114770,115133,219837,,"","","","23.320388",-36.86016,221.7295,3.42,-22.56,0,8.88,2.151,"F5IV/V",0.5,"174.605603",-31.398179,-133.007552,"-1.367-05","6.19-06","-1.94-05","6.10526336308049","-0.643331160022202","1.6580627875-08","-1.09373966-07","",,"Gru",1,114770,"","12.0115761793758","",,
49066,49206,86872,,"","","","10.043249",46.361839,228.833,-8.65,-3.37,0,7.94,1.142,"G5",0.907,"-137.646267",77.405517,165.609278,"2.35-06","9.69-06","-2.58-06","2.62931654805665","0.809166742040566","-4.19363833680556-08","-1.6338221-08","",,"UMa",1,49066,"","30.4228572748096","",,
29430,29503,41096,,"","","","6.216217",77.28679,245.098,-0.13,-2.58,0,7.47,0.523,"G5",0.953,"-3.051611",53.852597,239.089136,"-1-08","2.99-06","-6.7-07","1.62740180748524","1.34890896055332","-6.30257784722222-10","-1.2508192-08","",,"Cam",1,29430,"","53.8021957189112","",,
100729,101056,195162,,"","","","20.486026",16.273639,414.9378,49.02,-1.2,-105,8.36,0.27,"M5-M8",1.205,"241.319377",-316.887226,116.275719,"1.64-05","0.00014121","-3.241-05","5.36322894948708","0.284028586094565","2.37655666208333-07","-5.817764-09","",,"Del",1,100729,"","67.9203632617185","RS",8.697,8.197
52950,53104,,,"","","","10.864085",44.808297,699.3007,12.43,3.02,0,9.95,0.727,"G0",1.366,"-474.355233",145.37546,492.823049,"-5.45-06","-4.24-05","7.26-06","2.84421084629548","0.782052320112014","6.02623404930556-08","1.4641373-08","",,"UMa",1,52950,"","44.586152794807","",,
71139,71365,127897,,"","","","14.594925",-52.473469,431.0345,-12.59,-6.88,0,7.8,-0.373,"K4III",1.623,"-204.263346",-164.960223,-341.841119,"-7.66-06","2.763-05","-8.76-06","3.82094247791713","-0.915834799857834","-6.10380423819444-08","-3.3355181-08","",,"Lup",1,71139,"","122.800461798879","",,
64641,64846,115411,,"","","","13.292619",-36.9381,110.742,-33.25,-12.15,0,9.93,4.708,"G2/G3V",,"-83.49434",-29.385408,-66.55061,"-2.23-06","1.814-05","-5.21-06","3.4799994394952","-0.644691456417543","-1.61200548784722-07","-5.8904862-08","",,"Cen",1,64641,"","1.13972480401975","",9.987,9.877
2111,2116,2284,,"","","","0.447797",24.630272,510.2041,-2.2,-21.28,0,8.02,-0.519,"G5",1.331,"460.600343",54.246251,212.633233,"2.242-05","-2.84-06","-4.784-05","0.117232902673367","0.429879339276929","-1.06659009722222-08","-1.03168351-07","",,"And",1,2111,"","140.475310269688","",,
19872,19922,27113,,"","","","4.274753",-13.184415,454.5455,3.32,-56.25,0,8.36,0.072,"K0III",1.147,"193.164782",398.183843,-103.675482,"-1.892-05","-2.224-05","-0.00012068","1.11912781783837","-0.230111450192331","1.60958141944444-08","-2.72707695-07","",,"Eri",1,19872,"","81.5079555611601","",,
17360,17402,24035,,"","","","3.728503",-72.609114,256.4103,-12.95,31.35,-12.7,8.51,1.465,"Kp...",1.237,"42.935919",63.481633,-244.689135,"3.199-05","1.857-05","2.404-05","0.976119838645498","-1.26726811309548","-6.27833716319444-08","1.51989088-07","",,"Hyi",1,17360,"","22.5943577022098","",,
3240,3247,4040,,"","","","0.689327",-75.812828,183.1502,45.19,-0.18,0,8.61,2.296,"F3/F5V",0.468,"44.159319",8.057159,-177.564164,"-7.35-06","3.944-05","-4-08","0.180465512013895","-1.32318346763581","2.19087302243056-07","-8.72664-10","",,"Hyi",1,3240,"","10.5099342718622","",,
50111,50253,89137,,"","","","10.261136",-51.256691,105,-8.7,6.75,-17,7.98,-12.02,"O9.5V",-0.043,"-56209.650582",27516.121496,-77995.757634,"-0.00042817","0.00490533","0.00206141","2.68635900193559","-0.894598028656924","-4.21787902083333-08","3.2724923-08","",,"Vel",1,50111,"","5597576.01495109","",,
103715,104050,,,"","","","21.079721",42.48966,561.7978,16.53,6.75,0,8.36,-0.388,"K0",1.165,"298.982232",-286.755399,379.470333,"2.22-05","4.109-05","1.356-05","5.51865811122239","0.741584456343076","8.01397013958333-08","3.2724923-08","",,"Cyg",1,103715,"","124.508786391605","",,
39807,39920,67977,3199,"","","","8.15283",-35.455015,117.9245,-0.44,13.41,-14,6.21,0.852,"G8III",0.892,"-51.318017",81.200751,-68.403635,"4.07-06","-5.97-06","1.455-05","2.13440597833467","-0.618806743131753","-2.13318019444444-09","6.5013514-08","",,"Pup",1,39807,"","39.7374505061463","",,
56673,56843,,,"","","","11.653852",26.660733,105,-35.43,28.4,0,10.73,-9.27,"G0",0.64,"-89001.206242",8087.576552,44870.662944,"0.00770652","0.01654594","0.01230375","3.05097130401699","0.465317569761994","-1.71769487020833-07","1.37687085-07","",,"Leo",1,56673,"","444631.267469108","",10.781,10.651
86897,87167,161419,,"","","","17.80967",-55.353391,265.9574,17.75,1.26,0,7.93,0.806,"G8III",1.034,"-7.530833",-151.012621,-218.796283,"2.279-05","-2.47-06","9.2-07","4.66256078997625","-0.966098931549295","8.60544282986111-08","6.108652-09","",,"Ara",1,86897,"","41.4572031786726","",,
27297,27365,38971,,"","","","5.795467",-36.671758,138.3126,59.72,-48.24,0,8.29,2.586,"K1IV",0.949,"5.937366",110.777406,-82.604415,"-4.102-05","-1.715-05","-2.594-05","1.51724967039389","-0.640042912398541","2.89530730027778-07","-2.33874119-07","",,"Col",1,27297,"","8.046370017398","",,
63828,64031,,,"","","","13.123296",48.386108,105,7.6,-7.98,0,10.09,-9.91,"K0",1.064,"-63559.715723",-19249.683216,74763.709334,"-0.00170014","-0.00436443","-0.00256908","3.4356708914011","0.844496898478854","3.68458397222222-08","-3.8688131-08","",,"CVn",1,63828,"","801678.063387679","",10.161,10.021
12474,12507,16783,,"","","","2.682243",-21.922251,353.3569,36.97,3.29,0,8.48,0.739,"K2III",1.278,"250.252725",211.731988,-131.925122,"-3.93-05","4.971-05","5.23-06","0.702209493311655","-0.382615463434263","1.79235617701389-07","1.595037-08","",,"Cet",1,12474,"","44.0960816450638","",,
52156,52307,,,"","","","10.688171",43.678059,105.1525,-26.55,-30.39,0,10.23,5.121,"F8",0.639,"-71.608551",25.607804,72.618895,"-5.52-06","1.635-05","-1.12-05","2.79815651571722","0.762325940819826","-1.287180321875-07","-1.47334877-07","",,"UMa",1,52156,"","0.779112191113092","",10.287,10.157
21369,21422,29379,,"","","","4.599127",-38.173623,225.7336,19.09,43.21,0,9.05,2.282,"A2m...",0.216,"63.633274",165.65731,-139.513872,"-9.02-06","3.477-05","3.717-05","1.20404869482065","-0.666255403980079","9.25509316180555-08","2.09487991-07","",,"Cae",1,21369,"","10.6463318705131","",,
101849,102180,197231,,"","","","20.704197",7.181421,350.8772,-15.86,-9.8,0,8.33,0.604,"K5",1.348,"226.379604",-264.467504,43.863694,"-1.914-05","-1.913-05","-1.654-05","5.42034606619981","0.125339447272275","-7.68914497361111-08","-4.751174-08","",,"Del",1,101849,"","49.934418872135","",,
52085,52236,,,"","","","10.671781",11.167039,226.2443,-1.99,-20.85,0,11.24,4.467,"G5",0.715,"-208.676347",75.635703,43.816732,"-3.42-06","3.56-06","-2.243-05","2.79386579058182","0.194901590518045","-9.64779224305556-09","-1.01083652-07","",,"Leo",1,52085,"","1.42298394457933","",11.334,11.154
112488,112847,216077,,"","","","22.852927",-62.852025,163.3987,-10.76,-7.71,0,8.57,2.504,"F6V",0.482,"71.220536",-22.05479,-145.397237,"-7.71-06","-6.53-06","-2.79-06","5.98288220854792","-1.09697477606742","-5.21659520277778-08","-3.7379134-08","",,"Tuc",1,112488,"","8.67760744991146","",,
89441,89719,168602,,"","","","18.309977",42.564607,380.2281,2.86,-11.32,0,8.61,0.71,"A0",0.065,"22.701161",-279.122097,257.194324,"6.4-06","-1.364-05","-1.537-05","4.79354089532462","0.742892537792055","1.38656712638889-08","-5.4880908-08","",,"Lyr",1,89441,"","45.2897579903621","",,
47669,47804,85050,,"","","","9.74542",-74.850152,787.4016,1.51,-11.5,0,8.56,-0.921,"B9.5V",0.085,"-170.965118",114.53195,-760.035947,"3.199-05","-2.837-05","-1.147-05","2.55134499005601","-1.30638159084376","7.32068657638889-09","-5.5753573-08","",,"Car",1,47669,"","203.422974321173","",,
47461,47596,84082,,"","","","9.704852",-15.996504,294.1176,5.24,-4.51,0,8.18,0.837,"A0/A1V",0.117,"-233.207537",159.843337,-81.052545,"-2.76-06","-7.16-06","-6.18-06","2.54072425628707","-0.27919165731959","2.54042368611111-08","-2.1865096-08","",,"Hya",1,47461,"","40.2902535083295","",,
66535,66746,,,"","","","13.68044",49.947535,143.0615,-46.06,47.06,0,9.5,3.722,"K5",0.433,"-83.29252",-39.206103,109.507216,"9-06","3.954-05","2.1-05","3.58153090307966","0.871748935341533","-2.23305181263889-07","2.28153318-07","",,"UMa",1,66535,"","2.82618117981016","",9.565,9.445
26999,27064,38568,,"","","","5.739848",-46.211343,529.1005,-5.6,15.07,0,8.61,-0.008,"K2III",1.394,"24.917498",365.288828,-381.956188,"1.623-05","2.686-05","2.675-05","1.5026887984413","-0.806540081712566","-2.71495661111111-08","7.3061421-08","",,"Pic",1,26999,"","87.7404787956753","",,
67571,67785,121032,,"","","","13.886699",-3.542193,166.113,6.24,-36.49,0,7.6,1.498,"F8",0.483,"-145.978654",-78.602997,-10.263051,"3.98-06","-3.56-06","-2.933-05","3.63552927970827","-0.06182292394948","3.02523736666667-08","-1.76908512-07","",,"Vir",1,67571,"","21.9179534384413","",,
67642,67856,,,"","","","13.898666",37.889972,377.3585,-40.17,24.26,0,9.96,2.076,"F8",0.521,"-261.768568",-142.010252,231.753624,"-1.108-05","7.759-05","3.502-05","3.63866230594051","0.661304773138233","-1.94749655479167-07","1.17615798-07","",,"CVn",1,67642,"","12.8706357625333","",,
26452,26517,36533,,"","","","5.639063",69.399395,105,-1.82,-7.79,0,8.45,-11.55,"K5",1.695,"3319.810484",35028.187514,93605.581767,"0.00121187","0.00343588","-0.00132872","1.47630331879342","1.21124793353888","-8.82360898611111-09","-3.7766985-08","",,"Cam",1,26452,"","3630780.54770101","DZ",8.516,8.386
18821,18869,,,"","","","4.044941",60.348861,105,11.32,11.5,0,10.6,-9.4,"A0",0.461,"24230.080893",43131.884698,86905.372114,"-0.00715727","-0.00153628","0.00275799","1.05896316820795","1.05328632984376","5.48809086388889-08","5.5753573-08","",,"Cam",1,18821,"","501187.233627272","",,
53896,54052,95964,,"","","","11.060794",-41.105475,233.6449,-51.36,27.62,0,8.3,1.457,"G6III",0.841,"-170.756374",42.853415,-153.609196,"-5.79-06","6.143-05","2.357-05","2.89570920024732","-0.717425871326543","-2.49000306333333-07","1.33905538-07","",,"Vel",1,53896,"","22.7614539314164","",,
23244,23298,32179,,"","","","5.011266",-13.503719,348.4321,-7.21,-9.76,0,7.22,-0.491,"A0V + A;",0.065,"86.722156",327.512511,-81.36185,"1.079-05","-6.84-06","-1.603-05","1.31194649714317","-0.235684360030881","-3.49550663680556-08","-4.7317815-08","",,"Eri",1,23244,"","136.898913070073","",,
12332,12364,16623,,"Gl 105.3","","","2.652684",-26.318713,65.1042,172.14,-233.79,16.1,8.76,4.692,"F7Vw...",0.601,"44.840072",37.346486,-28.864921,"-4.856-05","3.026-05","-7.344-05","0.69447097038486","-0.459348200651651","8.34558269708333-07","-1.133445903-06","",,"For",1,12332,"","1.15664477416565","",,
98327,98639,227196,,"","","","20.034462",34.472931,275.4821,-10.6,-4.97,-67,8.48,1.28,"K5",1.55,"115.322408",-195.646415,155.927162,"-3.897-05","3.824-05","-4.426-05","5.24500990433531","0.601666141166659","-5.13902501388889-08","-2.4095239-08","",,"Cyg",1,98327,"","26.7916832481903","",,
841,843,585,,"","","","0.172452",18.650378,274.7253,14.19,5.67,-19.5,9.27,2.076,"K0",1.12,"260.033407",11.747928,87.85504,"-2.214-05","1.792-05","7.8-07","0.0451477989567861","0.325510498528181","6.87950612708333-08","2.7488935-08","",,"Peg",1,841,"","12.8706357625333","",,
15508,15547,19978,961,"","","","3.338783",77.73474,81.1688,64.9,-66.2,4,5.44,0.893,"A6V",0.211,"11.064813",13.225077,79.316122,"-2.69-06","3.658-05","-1.54-06","0.874091303135688","1.35672716271676","3.14644078680556-07","-3.20946656-07","",,"Cep",1,15508,"","38.264848659511","",,
94894,95189,178026,,"","","","19.364175",-81.794945,714.2857,-6.71,-6.21,0,8.51,-0.759,"K2/K3III;",1.615,"35.637746",-95.507858,-706.974018,"-2.921-05","1.182-05","-3.07-06","5.06952916735377","-1.42759110843563","-3.25309979652778-08","-3.0106929-08","",,"Oct",1,94894,"","175.226586188571","",,
98299,98610,190149,,"","","","20.02923",44.119046,285.7143,-11.26,-13.72,-61,6.95,-0.33,"M0II-III",1.62,"103.912507",-176.842611,198.900053,"-2.943-05","1.931-05","-5.707-05","5.24364023633732","0.770022621981185","-5.45900204305555-08","-6.6516436-08","",,"Cyg",1,98299,"","118.032063565173","",,
2184,2190,2394,,"","","","0.461225",-16.409443,74.6826,199.44,33.27,19.5,7.2,2.834,"F5/F6V",0.498,"71.119117",8.629529,-21.09785,"1.367-05","7.439-05","5.92-06","0.120748442483539","-0.286398801646779","9.669124045-07","1.61297511-07","",,"Cet",1,2184,"","6.40324324468947","",,
46201,46333,81990,,"","","","9.446404",-59.578776,165.8375,-10.95,12.33,0,6.52,0.422,"B7V",-0.08,"-65.895913",52.048872,-143.006014,"-1.25-06","1.221-05","5.02-06","2.47306269548789","-1.03984579694665","-5.30870980208333-08","5.9777526-08","",,"Car",1,46201,"","59.0472940406987","",,
28763,28835,41484,,"","","","6.086358",-9.291886,75.8725,-5.62,-59.33,0,7.96,3.56,"G0",0.593,"-1.692705",74.857811,-12.250682,"2.15-06","-3.48-06","-2.154-05","1.59340474859287","-0.162174012849615","-2.72465288472222-08","-2.87639956-07","",,"Mon",1,28763,"","3.28095293113119","",,
5587,5599,7074,,"","","","1.196352",45.171862,254.4529,0.78,-3.09,0,8.66,1.632,"A0",-0.035,"170.658006",55.270026,180.464255,"2.28-06","1.75-06","-2.69-06","0.313204290088534","0.788397712918507","3.78154670833333-09","-1.4980742-08","",,"And",1,5587,"","19.3731392458196","",,
82451,82703,152905,,"","","","16.905263",43.406397,202.8398,-18.22,2.53,0,7.05,0.514,"K0",1.011,"-41.658591",-141.351784,139.385148,"-1.67-05","6.7-06","1.81-06","4.42578747208579","0.757584549325627","-8.83330525972222-08","1.2265786-08","",,"Her",1,82451,"","54.250032163115","",,
112232,112591,215787,,"","","","22.803211",-38.047524,751.8797,12.06,-3.34,0,9.23,-0.151,"K2III",1.261,"563.279077",-182.497037,-463.394644,"6.41-06","4.413-05","-9.59-06","5.96986665259964","-0.66405456168679","5.8468529875-08","-1.6192776-08","",,"Gru",1,112232,"","100.09214583193","",,
76160,76394,138640,,"","","","15.602935",-58.804516,140.8451,-137.72,-83.53,0,9.59,3.846,"F7Vw...",0.607,"-42.835106",-59.052165,-120.479614,"-4.747-05","9.47-05","-2.954-05","4.08483889275274","-1.02633241244259","-6.67685400861111-07","-4.04964867-07","",,"Nor",1,76160,"","2.52115763080741","",,
73857,74085,134283,,"","","","15.139409",21.069719,260.4167,-28.66,9.96,0,8.87,1.792,"F8",0.377,"-165.446956",-177.986839,93.620766,"-2.342-05","2.794-05","1.173-05","3.96348793620849","0.367735975515117","-1.38947600847222-07","4.8287442-08","",,"Boo",1,73857,"","16.7186035720447","",,
115791,116157,,,"","","","23.535566",36.949349,250.6266,-34.99,-24.1,0,10.44,3.445,"F8",0.574,"198.813839",-24.293377,150.653848,"1.231-05","-4.433-05","-2.34-05","6.16159684968232","0.644887797649151","-1.69636306826389-07","-1.16840097-07","",,"And",1,115791,"","3.64753946925608","",,
87388,87659,163036,,"","","","17.904437",-4.211933,378.7879,6.4,-3.88,0,7.75,-0.142,"K5",1.912,"-9.450043",-377.646652,-27.820422,"1.176-05","2.3-07","-7.11-06","4.68737069649566","-0.0735121035942375","3.10280755555556-08","-1.881077-08","",,"Oph",1,87388,"","99.2658806871031","",,
52378,52529,92866,,"","","","10.740275",52.408956,336.7003,6.42,-24.05,0,8.12,0.484,"K0",1.072,"-194.325405",66.516764,266.796268,"-3.282-05","1.6-07","-2.395-05","2.81179753434408","0.914708835770212","3.11250382916667-08","-1.1659769-07","",,"UMa",1,52378,"","55.7699172375676","",,
85061,85320,157719,,"","","","17.435222",-28.543595,120.6273,-124.75,-115.6,0,7.78,2.373,"G8IV/V",0.869,"-15.610963",-104.809289,-57.639016,"-6.74-05","4.269-05","-5.938-05","4.56453037595567","-0.498179709890373","-6.04805066493056-07","-5.60444614-07","",,"Oph",1,85061,"","9.79039017448051","",,
15200,15238,20284,,"","","","3.275687",26.20863,303.9514,28.84,-13.47,0,8.57,1.156,"A2",0.298,"178.422526",206.233306,134.237398,"-2.64-05","3.443-05","-1.781-05","0.857572863427323","0.457426884586483","1.39820265472222-07","-6.5304402-08","",,"Ari",1,15200,"","30.0330887867656","",,
50871,51016,90153,,"","","","10.422265",44.115431,214.5923,3.78,9.41,0,8.98,2.322,"F2",0.377,"-141.107479",61.842068,149.379026,"4.66-06","-6.34-06","7.03-06","2.72854261735212","0.769959519183461","1.8325957125-08","4.5620967-08","",,"UMa",1,50871,"","10.2612436519334","",,
48318,48455,85503,3905,"","24Mu  Leo","","9.879398",26.006951,38.0518,-216.29,-54.92,14,3.88,0.978,"K0III",1.222,"-29.062466",18.02588,16.685015,"6.32-06","4.303-05","-2.83-06","2.58642024871929","0.453906931227861","-1.04860350967361-06","-2.66259673-07","Mu",24,"Leo",1,48318,"","35.3834356814722","",,
6403,6417,,,"","","","1.373379",29.91332,105,-1.75,4.62,0,8.86,-11.14,"M0",1.649,"81135.484999",30497.923423,49868.925604,"-0.00074697","-0.00118708","0.00194128","0.359549711762905","0.52208591898593","-8.48423940972222-09","2.2398392-08","",,"Psc",1,6403,"","2488857.3182824","",,
85222,85481,158590,,"","","","17.46936",42.866336,277.7778,8.11,-1.3,0,8.42,1.202,"G0",0.877,"-28.1928",-201.633773,188.969558,"1.065-05","-2.69-06","-1.28-06","4.57346767803591","0.748158709852451","3.93183894930556-08","-6.302577-09","",,"Her",1,85222,"","28.7872381083525","",,
51708,51857,91943,,"","","","10.595003",-58.192883,105,-7.56,3.14,-7,6.68,-13.32,"B0.5Ib",0.042,"-49180.66043",18952.558629,-84982.722647,"0.0001143","0.00388354","0.00080837","2.77376531029575","-1.01565740279745","-3.665191425-08","1.5223149-08","",,"Car",1,51708,"","18535316.2341481","V513",6.703,6.663
84260,84519,155624,,"","","","17.277475",-60.956295,296.7359,-10.94,-11.68,0,7.43,0.068,"B8V",-0.031,"-27.087452",-141.488788,-259.421254,"-1.269-05","1.739-05","-8.16-06","4.5232323479121","-1.06388804947957","-5.30386166527778-08","-5.6626237-08","",,"Ara",1,84260,"","81.8087957945747","",,
70015,70238,125668,,"","","","14.370942",-47.133201,90.2527,3.4,1.6,0,8.37,3.593,"F8V",0.558,"-49.945595",-35.710258,-66.149564,"4.5-07","-1.51-06","4.8-07","3.76230372923207","-0.822629547126092","1.64836651388889-08","7.757018-09","",,"Lup",1,70015,"","3.18273148217078","",,
91468,91752,173000,,"","","","18.710266",15.199386,101.7294,-5.99,-11.42,-12,6.91,1.873,"A0",0.067,"18.149548",-96.478425,26.671267,"-4.82-06","9.64-06","-8.65-06","4.89833608089703","0.265279328549932","-2.90403394652778-08","-5.5365722-08","",,"Her",1,91468,"","15.5167227390723","",,
